2024-08-15 05:51:22,306 INFO    StreamThr :14423 [internal.py:wandb_internal():85] W&B internal server running at pid: 14423, started at: 2024-08-15 05:51:22.306140
2024-08-15 05:51:22,307 DEBUG   HandlerThread:14423 [handler.py:handle_request():158] handle_request: status
2024-08-15 05:51:22,308 INFO    WriterThread:14423 [datastore.py:open_for_write():87] open: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_055121-f70bda75-defa-45de-a7af-ef9745d200f0/run-f70bda75-defa-45de-a7af-ef9745d200f0.wandb
2024-08-15 05:51:22,309 DEBUG   SenderThread:14423 [sender.py:send():391] send: header
2024-08-15 05:51:22,309 DEBUG   SenderThread:14423 [sender.py:send():391] send: run
2024-08-15 05:51:23,067 INFO    SenderThread:14423 [dir_watcher.py:__init__():211] watching files in: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240815_055121-f70bda75-defa-45de-a7af-ef9745d200f0/files
2024-08-15 05:51:23,067 INFO    SenderThread:14423 [sender.py:_start_run_threads():1200] run started: f70bda75-defa-45de-a7af-ef9745d200f0 with start time 1723690281.743955
2024-08-15 05:51:23,072 DEBUG   HandlerThread:14423 [handler.py:handle_request():158] handle_request: check_version
2024-08-15 05:51:23,072 DEBUG   SenderThread:14423 [sender.py:send_request():418] send_request: check_version
2024-08-15 05:51:23,584 DEBUG   HandlerThread:14423 [handler.py:handle_request():158] handle_request: run_start
2024-08-15 05:51:23,584 DEBUG   HandlerThread:14423 [system_info.py:__init__():26] System info init
2024-08-15 05:51:23,584 DEBUG   HandlerThread:14423 [system_info.py:__init__():41] System info init done
2024-08-15 05:51:23,584 INFO    HandlerThread:14423 [system_monitor.py:start():194] Starting system monitor
2024-08-15 05:51:23,584 INFO    SystemMonitor:14423 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-15 05:51:23,585 INFO    HandlerThread:14423 [system_monitor.py:probe():214] Collecting system info
2024-08-15 05:51:23,585 INFO    SystemMonitor:14423 [interfaces.py:start():188] Started cpu monitoring
2024-08-15 05:51:23,585 INFO    SystemMonitor:14423 [interfaces.py:start():188] Started disk monitoring
2024-08-15 05:51:23,586 INFO    SystemMonitor:14423 [interfaces.py:start():188] Started gpu monitoring
2024-08-15 05:51:23,586 INFO    SystemMonitor:14423 [interfaces.py:start():188] Started memory monitoring
2024-08-15 05:51:23,587 INFO    SystemMonitor:14423 [interfaces.py:start():188] Started network monitoring
2024-08-15 05:51:23,593 DEBUG   HandlerThread:14423 [system_info.py:probe():152] Probing system
2024-08-15 05:51:23,594 DEBUG   HandlerThread:14423 [system_info.py:_probe_git():137] Probing git
2024-08-15 05:51:23,599 DEBUG   HandlerThread:14423 [system_info.py:_probe_git():145] Probing git done
2024-08-15 05:51:23,599 DEBUG   HandlerThread:14423 [system_info.py:probe():200] Probing system done
2024-08-15 05:51:23,599 DEBUG   HandlerThread:14423 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-45-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-08-15T02:51:23.593859', 'startedAt': '2024-08-15T02:51:21.741600', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/aaderevyagin/airi_final/airi-screening-part-1/./scripts/compare_arena.py', 'codePathLocal': 'scripts/compare_arena.py', 'codePath': 'scripts/compare_arena.py', 'git': {'remote': 'git@github.com:Komershan/airi-screening-part-1.git', 'commit': '6f26fc62997c0c9594e668d7836b807c69839d07'}, 'email': 'derevyagin102@mail.ru', 'root': '/home/aaderevyagin/airi_final/airi-screening-part-1', 'host': 'aaderevyagin-OMEN-by-HP-Laptop-16-c0xxx', 'username': 'aaderevyagin', 'executable': '/home/aaderevyagin/airi_final/venv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1928.7960625, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 4349.777, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3514.849, 'min': 400.0, 'max': 4463.0}, {'current': 4390.973, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 4381.982, 'min': 400.0, 'max': 4463.0}, {'current': 4360.44, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 4208.952, 'min': 400.0, 'max': 4463.0}, {'current': 3986.646, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 4391.171, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 227.35432052612305}}, 'gpu': 'NVIDIA GeForce RTX 3070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070 Laptop GPU', 'memory_total': 8589934592}], 'memory': {'total': 14.962711334228516}}
2024-08-15 05:51:23,599 INFO    HandlerThread:14423 [system_monitor.py:probe():224] Finished collecting system info
2024-08-15 05:51:23,599 INFO    HandlerThread:14423 [system_monitor.py:probe():227] Publishing system info
2024-08-15 05:51:23,599 INFO    HandlerThread:14423 [system_monitor.py:probe():229] Finished publishing system info
2024-08-15 05:51:23,600 DEBUG   SenderThread:14423 [sender.py:send():391] send: files
2024-08-15 05:51:23,600 INFO    SenderThread:14423 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-15 05:51:23,634 DEBUG   HandlerThread:14423 [handler.py:handle_request():158] handle_request: python_packages
