2024-08-14 10:23:25,145 INFO    StreamThr :5756 [internal.py:wandb_internal():85] W&B internal server running at pid: 5756, started at: 2024-08-14 10:23:25.144508
2024-08-14 10:23:25,147 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: status
2024-08-14 10:23:25,155 INFO    WriterThread:5756 [datastore.py:open_for_write():87] open: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240814_102325-989c82be-25c6-4aeb-9766-14126a3872aa/run-989c82be-25c6-4aeb-9766-14126a3872aa.wandb
2024-08-14 10:23:25,155 DEBUG   SenderThread:5756 [sender.py:send():391] send: header
2024-08-14 10:23:25,159 DEBUG   SenderThread:5756 [sender.py:send():391] send: run
2024-08-14 10:23:25,971 INFO    SenderThread:5756 [dir_watcher.py:__init__():211] watching files in: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240814_102325-989c82be-25c6-4aeb-9766-14126a3872aa/files
2024-08-14 10:23:25,971 INFO    SenderThread:5756 [sender.py:_start_run_threads():1200] run started: 989c82be-25c6-4aeb-9766-14126a3872aa with start time 1723620205.153584
2024-08-14 10:23:25,974 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: check_version
2024-08-14 10:23:25,975 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: check_version
2024-08-14 10:23:26,382 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: run_start
2024-08-14 10:23:27,760 DEBUG   HandlerThread:5756 [system_info.py:__init__():26] System info init
2024-08-14 10:23:27,760 DEBUG   HandlerThread:5756 [system_info.py:__init__():41] System info init done
2024-08-14 10:23:27,760 INFO    HandlerThread:5756 [system_monitor.py:start():194] Starting system monitor
2024-08-14 10:23:27,760 INFO    SystemMonitor:5756 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-14 10:23:27,760 INFO    HandlerThread:5756 [system_monitor.py:probe():214] Collecting system info
2024-08-14 10:23:27,760 INFO    SystemMonitor:5756 [interfaces.py:start():188] Started cpu monitoring
2024-08-14 10:23:27,761 INFO    SystemMonitor:5756 [interfaces.py:start():188] Started disk monitoring
2024-08-14 10:23:27,762 INFO    SystemMonitor:5756 [interfaces.py:start():188] Started gpu monitoring
2024-08-14 10:23:27,762 INFO    SystemMonitor:5756 [interfaces.py:start():188] Started memory monitoring
2024-08-14 10:23:27,763 INFO    SystemMonitor:5756 [interfaces.py:start():188] Started network monitoring
2024-08-14 10:23:27,769 DEBUG   HandlerThread:5756 [system_info.py:probe():152] Probing system
2024-08-14 10:23:27,771 DEBUG   HandlerThread:5756 [system_info.py:_probe_git():137] Probing git
2024-08-14 10:23:27,776 DEBUG   HandlerThread:5756 [system_info.py:_probe_git():145] Probing git done
2024-08-14 10:23:27,776 DEBUG   HandlerThread:5756 [system_info.py:probe():200] Probing system done
2024-08-14 10:23:27,776 DEBUG   HandlerThread:5756 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-45-generic-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-08-14T07:23:27.769882', 'startedAt': '2024-08-14T07:23:25.139982', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/aaderevyagin/airi_final/airi-screening-part-1/./algorithms/in_context_learning/AD.py', 'codePathLocal': 'algorithms/in_context_learning/AD.py', 'codePath': 'algorithms/in_context_learning/AD.py', 'git': {'remote': 'git@github.com:Komershan/airi-screening-part-1.git', 'commit': '6f26fc62997c0c9594e668d7836b807c69839d07'}, 'email': 'derevyagin102@mail.ru', 'root': '/home/aaderevyagin/airi_final/airi-screening-part-1', 'host': 'aaderevyagin-OMEN-by-HP-Laptop-16-c0xxx', 'username': 'aaderevyagin', 'executable': '/home/aaderevyagin/airi_final/venv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2606.1246875, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 4410.674, 'min': 400.0, 'max': 4463.0}, {'current': 3533.132, 'min': 400.0, 'max': 4463.0}, {'current': 3515.061, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3565.167, 'min': 400.0, 'max': 4463.0}, {'current': 3571.55, 'min': 400.0, 'max': 4463.0}, {'current': 3962.695, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3655.561, 'min': 400.0, 'max': 4463.0}, {'current': 3345.416, 'min': 400.0, 'max': 4463.0}, {'current': 2643.199, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}, {'current': 3766.662, 'min': 400.0, 'max': 4463.0}, {'current': 4402.898, 'min': 400.0, 'max': 4463.0}, {'current': 400.0, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 937.3305015563965, 'used': 225.83208465576172}}, 'gpu': 'NVIDIA GeForce RTX 3070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070 Laptop GPU', 'memory_total': 8589934592}], 'memory': {'total': 14.962696075439453}}
2024-08-14 10:23:27,776 INFO    HandlerThread:5756 [system_monitor.py:probe():224] Finished collecting system info
2024-08-14 10:23:27,776 INFO    HandlerThread:5756 [system_monitor.py:probe():227] Publishing system info
2024-08-14 10:23:27,776 INFO    HandlerThread:5756 [system_monitor.py:probe():229] Finished publishing system info
2024-08-14 10:23:27,779 DEBUG   SenderThread:5756 [sender.py:send():391] send: files
2024-08-14 10:23:27,779 INFO    SenderThread:5756 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-14 10:23:27,826 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: python_packages
2024-08-14 10:23:27,827 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: python_packages
2024-08-14 10:23:27,827 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-14 10:23:27,828 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: stop_status
2024-08-14 10:23:27,828 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: stop_status
2024-08-14 10:23:27,972 INFO    Thread-12 :5756 [dir_watcher.py:_on_file_created():271] file/dir created: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240814_102325-989c82be-25c6-4aeb-9766-14126a3872aa/files/requirements.txt
2024-08-14 10:23:27,972 INFO    Thread-12 :5756 [dir_watcher.py:_on_file_created():271] file/dir created: /home/aaderevyagin/airi_final/airi-screening-part-1/wandb/run-20240814_102325-989c82be-25c6-4aeb-9766-14126a3872aa/files/wandb-metadata.json
2024-08-14 10:23:28,127 DEBUG   SenderThread:5756 [sender.py:send():391] send: telemetry
2024-08-14 10:23:28,127 DEBUG   SenderThread:5756 [sender.py:send():391] send: telemetry
2024-08-14 10:23:28,128 DEBUG   SenderThread:5756 [sender.py:send():391] send: exit
2024-08-14 10:23:28,128 INFO    SenderThread:5756 [sender.py:send_exit():598] handling exit code: 1
2024-08-14 10:23:28,128 INFO    SenderThread:5756 [sender.py:send_exit():600] handling runtime: 1
2024-08-14 10:23:28,129 INFO    SenderThread:5756 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-14 10:23:28,129 INFO    SenderThread:5756 [sender.py:send_exit():606] send defer
2024-08-14 10:23:28,129 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,130 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-14 10:23:28,130 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,130 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 0
2024-08-14 10:23:28,130 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 1
2024-08-14 10:23:28,130 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,130 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-14 10:23:28,130 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,130 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 1
2024-08-14 10:23:28,130 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 2
2024-08-14 10:23:28,130 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,130 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-14 10:23:28,130 INFO    HandlerThread:5756 [system_monitor.py:finish():203] Stopping system monitor
2024-08-14 10:23:28,131 DEBUG   SystemMonitor:5756 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-14 10:23:28,131 DEBUG   SystemMonitor:5756 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-14 10:23:28,131 DEBUG   SystemMonitor:5756 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-14 10:23:28,131 INFO    HandlerThread:5756 [interfaces.py:finish():200] Joined cpu monitor
2024-08-14 10:23:28,131 INFO    HandlerThread:5756 [interfaces.py:finish():200] Joined disk monitor
2024-08-14 10:23:28,187 INFO    HandlerThread:5756 [interfaces.py:finish():200] Joined gpu monitor
2024-08-14 10:23:28,187 INFO    HandlerThread:5756 [interfaces.py:finish():200] Joined memory monitor
2024-08-14 10:23:28,187 INFO    HandlerThread:5756 [interfaces.py:finish():200] Joined network monitor
2024-08-14 10:23:28,187 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,187 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 2
2024-08-14 10:23:28,187 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 3
2024-08-14 10:23:28,187 DEBUG   SenderThread:5756 [sender.py:send():391] send: stats
2024-08-14 10:23:28,188 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,188 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-14 10:23:28,188 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,188 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 3
2024-08-14 10:23:28,188 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 4
2024-08-14 10:23:28,188 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,188 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-14 10:23:28,188 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,188 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 4
2024-08-14 10:23:28,188 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 5
2024-08-14 10:23:28,189 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,189 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-14 10:23:28,189 DEBUG   SenderThread:5756 [sender.py:send():391] send: summary
2024-08-14 10:23:28,189 INFO    SenderThread:5756 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-14 10:23:28,189 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,189 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 5
2024-08-14 10:23:28,189 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 6
2024-08-14 10:23:28,189 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,189 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-14 10:23:28,189 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,190 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 6
2024-08-14 10:23:28,192 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: status_report
2024-08-14 10:23:28,419 INFO    SenderThread:5756 [sender.py:transition_state():626] send defer: 7
2024-08-14 10:23:28,419 DEBUG   HandlerThread:5756 [handler.py:handle_request():158] handle_request: defer
2024-08-14 10:23:28,419 INFO    HandlerThread:5756 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-14 10:23:28,420 DEBUG   SenderThread:5756 [sender.py:send_request():418] send_request: defer
2024-08-14 10:23:28,420 INFO    SenderThread:5756 [sender.py:send_request_defer():622] handle sender defer: 7
2024-08-14 10:23:28,557 INFO    wandb-upload_0:5756 [upload_job.py:push():130] Uploaded file /tmp/tmpfmwn2ethwandb/nnemf25u-wandb-metadata.json
